-0.0072991,-0.0069011,-0.056433,-0.004171,0.011624,-0.051721,-0.0052909,0.022209,0.01213,-0.06016
-0.094883,-0.02554,-0.062602,0.0011039,0.068553,-0.02749,0.064942,-0.046695,-0.0056596,0.17103
0.050748,0.018892,0.10755,0.0055748,-0.040293,0.11593,-0.10634,0.028214,-0.031038,-0.14095
0.01693,-0.0046591,0.081645,-0.035347,-0.0014016,-0.027098,0.096985,-0.057357,0.033832,0.048771
-0.010539,0.0289,-0.032332,0.004372,0.032276,-0.019402,0.044171,-0.033276,-0.044447,0.11794
0.042491,0.073938,0.047673,0.076597,-0.044648,0.1039,-0.065986,-0.04538,-0.024939,-0.10024
0.087445,0.039688,-0.053216,0.055052,-0.017268,0.013488,-0.078938,-0.0031966,0.0098183,0.0034218
0.1071,0.092867,0.055972,-0.016558,-0.12929,0.0062097,0.053263,-0.12006,-0.12044,-0.02394
0.047361,0.12486,0.27529,-0.039531,-0.23174,0.076879,0.064485,-0.041931,-0.037882,0.054478
-0.011355,-0.003388,0.0049958,-0.00027698,0.0065301,-0.028092,-0.022008,0.022335,-0.012571,0.024809
-0.050405,0.0043368,0.0067749,0.075887,0.018594,0.015594,0.049837,-0.070681,0.084941,-0.016855
-0.033648,0.031712,0.073853,0.025131,-0.068257,0.078504,-0.046514,-0.047641,-0.026914,-0.070098
0.067125,0.054056,-0.071162,0.047771,-0.0045444,0.032094,-0.074907,-0.019937,-0.09616,0.13953
-0.14597,-0.1096,0.18926,-0.049109,0.12135,0.10662,0.036204,0.077805,0.11034,-0.073624
-0.092398,-0.17927,-0.082537,-0.23306,-0.031773,-0.24248,0.0033999,0.31431,0.092103,-0.023819
-0.027047,-0.11086,0.015776,-0.090591,0.024138,0.13674,-0.024609,0.067071,-0.037196,-0.15336
-0.02527,0.053934,0.15247,0.078229,0.023024,0.10413,-0.10105,0.060386,0.11229,-0.0763
0.033988,-0.089439,-0.16272,-0.11872,-0.066714,-0.26828,-0.037173,0.19282,0.12176,0.036208
-0.05363,-0.001673,0.0079046,0.013507,-0.02414,0.020221,-0.022916,0.013131,0.025105,0.001304
-0.041563,-0.012053,0.04992,0.021008,-0.060613,-0.047601,0.077747,-0.069423,0.09914,-0.023874
-0.03628,-0.030112,-0.0055473,-0.030872,-0.07778,-0.0097352,0.021205,-0.013916,0.0158,-0.058158
-0.0059473,0.0094578,-0.0079869,-0.0079413,-0.017764,-0.048004,0.044292,-0.005409,0.017228,-0.014613
0.05981,0.015265,-0.044747,-0.026348,0.013122,-0.044764,-0.043418,0.058256,-0.049524,-0.018263
0.0096787,0.066527,0.014104,0.1329,0.15807,0.037629,0.10683,-0.17745,-0.046387,0.16259
-0.019133,0.034133,0.039599,0.013218,-0.0028514,-0.027248,0.059928,-0.032556,0.010587,0.056238
0.084334,0.017158,-0.10145,-0.043668,-0.064793,-0.046959,-0.13474,0.094772,-0.081452,-0.020718
-0.0098866,0.0039063,-0.048318,0.10145,0.12849,0.0087666,0.042416,-0.10183,0.021126,0.061532
-0.0072135,0.00329,0.034088,0.00058539,0.0079644,-0.029881,0.009295,-0.012843,0.032282,-0.011862
0.045365,-0.045995,-0.21075,-0.058189,-0.023306,-0.009341,-0.064564,0.052612,-0.099882,-0.0040193
-0.028461,-0.0089765,-0.10455,0.087474,0.19001,0.011673,0.066739,-0.099079,0.0068622,0.042182
-0.0094777,-0.041534,0.06007,-0.022333,0.03371,-0.014505,0.045527,-0.0318,0.042302,0.035148
0.087979,-0.075882,-0.20225,-0.12844,0.03108,0.027428,-0.027332,0.15478,-0.085763,-0.04408
-0.046998,0.01648,-0.18386,0.11355,0.19603,0.0031098,0.03242,-0.06024,0.077848,-0.010429
-0.023011,-0.014964,0.09758,-0.016139,0.04565,0.0057631,-0.023886,-0.028098,0.007014,0.066096
0.18326,-0.1033,-0.22682,-0.09931,0.093378,-0.0018992,-0.088962,0.1974,-0.020494,-0.030535
-0.06763,0.024764,-0.16758,0.10739,0.23909,0.019012,0.077142,-0.053492,0.058673,0.023447
-0.071469,-0.14956,0.034179,-0.027867,0.10048,0.025287,0.048237,0.076527,0.10775,-0.17598
-0.045777,0.17284,0.092028,0.15762,0.0012209,0.011331,-0.32579,0.21819,0.11498,0.1334
-0.11419,-0.064869,-0.14799,0.061373,-0.037103,0.01224,-0.041168,-0.05085,0.14772,-0.28505
-0.059229,-0.13574,-0.019978,-0.017049,0.11178,0.045194,0.036023,0.045696,0.015443,-0.079613
-0.010914,0.17875,0.093443,0.14885,-0.0061069,0.070028,-0.36029,0.20137,0.048256,0.14604
-0.11546,-0.073533,-0.15447,0.0052554,-0.046051,-0.034481,-0.0031167,-0.052209,0.10031,-0.23298
-0.060441,0.098068,-0.13286,-0.058417,-0.027846,0.29514,0.073006,-0.13523,-0.26168,-0.16274
0.039963,-0.25492,-0.07826,0.085356,-0.083269,0.26569,-0.1113,0.10532,0.32683,0.014119
-0.16609,0.31905,-0.036024,-0.18042,0.028121,0.089747,-0.065619,0.17504,0.015477,-0.1078
-0.17039,0.11461,-0.10594,-0.056741,-0.0058628,0.068289,-0.12969,0.055192,-0.11664,-0.12556
0.15099,-0.21378,-0.049766,-0.0092756,-0.031404,0.34557,0.11879,0.037464,0.072073,0.31737
-0.10691,0.23137,0.092238,-0.20787,0.14021,0.17532,0.10663,0.068925,-0.095686,-0.12517
-0.077313,-0.062687,0.024593,-0.020578,0.046453,0.075256,0.028326,-0.078272,-0.10947,-0.066188
0.065449,0.14263,-0.11743,0.2114,-0.092814,0.15549,0.016238,-0.034711,0.19548,0.028776
-0.12889,-0.012249,-0.069654,-0.078187,0.1793,-0.026624,0.10341,-0.074137,-0.071174,-0.050196
-0.084761,0.091323,-0.12914,-0.16644,-0.0194,0.15905,-0.002446,0.090766,-0.12427,0.12602
0.044399,-0.15912,-0.13943,-0.11367,-0.13355,0.34874,-0.011048,0.14193,0.072857,0.19803
-0.23657,0.3304,-0.084709,-0.23142,0.094215,0.054464,0.014258,0.20081,0.046611,0.14299
0.015671,0.086192,0.19195,-0.2922,-0.26571,0.12635,0.29035,0.034258,0.045531,-0.028997
0.047593,-0.077588,-0.11332,-0.064786,-0.22201,0.27942,0.025674,0.046274,-0.066286,0.057638
-0.14621,0.21035,0.10009,-0.037876,0.1664,-0.010735,0.12886,0.16348,0.28882,-0.017057
-0.27907,-0.10045,0.11469,-0.086603,0.04595,-0.11853,0.081897,0.0035141,0.028152,0.35029
-0.011243,-0.09689,0.20918,0.32991,0.039165,0.081237,0.089226,0.31109,0.033644,-0.34077
0.36483,0.1151,0.090943,-0.13044,0.18136,0.10051,-0.027483,-0.072811,0.037767,-0.15839
-0.19452,-0.18603,0.21775,0.017317,0.34223,0.25499,-0.34871,-0.046238,-0.19213,0.12432
0.16429,0.026319,0.06774,0.1661,0.091391,-0.086508,0.097146,0.29341,-0.24695,0.071666
-0.04177,0.078089,-0.10278,-0.057547,0.091546,0.1422,0.15285,-0.060843,0.41888,0.026656
-0.063286,-0.24764,0.17349,-0.06384,0.10798,0.043271,0.044844,-0.046936,0.064962,-0.0006308
0.0042513,-0.023354,0.0061463,0.23151,0.089477,0.07643,0.38889,0.30899,-0.16358,0.063393
0.49605,0.057921,0.14392,-0.21719,0.3368,-0.035896,-0.06625,0.067116,0.10064,0.0069559
-0.082603,-0.17912,0.23634,-0.14172,-0.031116,0.034409,-0.032393,-0.029002,0.041352,-0.065286
0.018294,-0.015883,-0.0075517,0.17438,0.039283,0.058712,0.28513,0.27708,-0.19799,-0.049305
0.25156,0.090063,-0.023787,-0.13555,0.21597,0.058339,0.12369,-0.067753,0.15396,-0.015409
-0.043043,-0.11753,0.041287,-0.094778,0.15255,-0.08235,0.053292,0.042977,-0.095425,0.112
-0.0030099,0.2136,-0.13964,0.2691,-0.022873,0.050851,0.087092,-0.0095983,0.14264,0.069025
-0.077643,-0.040186,-0.23053,-0.038161,0.20586,0.13074,-0.060141,-0.092381,-0.12864,-0.14964
